img_name;target_class;cluster_id;initial_score;detects_obj;only_zeros;auc;d-auc;minimalsubset;d-minimalsubset;ins_auc;d-ins-auc;ins_minimalsubset;d-ins-minimalsubset;pg;coverage
00901;0;0;0.7864840030670166;1;0;0.7006177485052374;0.009596534997762071;56.144067796610166;0.1059322033898305;0.7073683480505979;0.699783692272698;5.296610169491525;5.296610169491525;1;3.326573222875595
00901;0;0;0.7864840030670166;1;0;0.5659829631906046;0.0024054737194724703;7.733050847457627;0.1059322033898305;0.7593611911460678;0.7240096173572136;100;0;1;3.3199764788150787
00901;4;2;0.9574581980705261;1;0;0.6567581214429465;0.011396793172569315;63.66525423728814;0.211864406779661;0.9657297581592269;0.9657297581592269;100;100;1;5.9691451489925385
00901;4;0;0.9574581980705261;1;0;0.588630397745812;0.0007094263335174366;13.241525423728815;0.1059322033898305;0.971672899934166;0.86727836753379;100;0;-1;-1
00901;5;2;0.9986623525619507;1;0;0.7903922275419832;0.016870320854611764;56.99152542372882;1.694915254237288;0.9987457591807223;0.9987457591807223;100;100;1;5.303665995597839
00901;5;1;0.9986623525619507;1;0;0.9391562970925995;0.02058351690923422;93.32627118644068;2.0127118644067794;0.9991280734855069;0.9177663763343087;100;100;1;5.319064483046532
00901;5;1;0.9986623525619507;1;0;0.9164585510657929;0.017189774128943208;88.98305084745762;1.694915254237288;0.9989281691144658;0.9036811075685891;100;100;1;4.724295064806938
